undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
27-09-2021,celo-euro,1.1732813729926577USD,1.0010929452550021EUR,celo-dollar,1.0107662317184054USD,0.8623847381359128EUR,celo,6.249089478200111USD,5.3317168937108494EUR,ubeswap,1.3240341057156557USD,1.1296645749624925EUR,bitcoin,43336.861233242744USD,36970.84966552429EUR,moola-market,1.8158126288297662USD,1.5492495191049287EUR,mobius,0.01707478236114394USD,0.01456818723574566EUR,weth,3052.3617890853984USD,2604.2720260858696EUR,wrapped-bitcoin,43329.334920643465USD,36968.545224958034EUR,knoxedge, USD, EUR,poofcash,0.13158391769482955USD,0.11226726699331097EUR,resource-protocol, USD, EUR,solana,135.79593311002097USD,115.86095433353678EUR,truefeedbackchain,0.0031820920415327044USD,0.002714655448999714EUR,premio, USD, EUR,usd-coin,1.0037370446730218USD,0.8563874427779764EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,61.593239671385966USD,52.5454391366181EUR,saber,0.29432897650186346USD,0.2511211884224137EUR,fantom,1.1824157418917278USD,1.0088359285662805EUR,avalanche-2,67.0483383201725USD,57.20557520643287EUR,wmatic,1.1249664713600223USD,0.9598202683978985EUR,binancecoin,344.5604683588748USD,293.97864704332363EUR,aave,292.94388120287033USD,249.93942649840778EUR,curve-dao-token,2.549920922797863USD,2.1755899814102113EUR,celostarter, USD, EUR,sushi,11.359104087529415USD,9.691576248375998EUR,moola-celo-atoken,6.195728861537693USD,5.286189668935101EUR,
28-09-2021,celo-euro,1.189895732308073USD,1.0173965479953722EUR,celo-dollar,1.005292268418145USD,0.8595550482655674EUR,celo,6.1182830743798995USD,5.230422307758183EUR,ubeswap,1.3015828617917553USD,1.1127023632199824EUR,bitcoin,42247.355729006355USD,36116.58845503585EUR,moola-market,1.909114583458748USD,1.6320715115655475EUR,mobius,0.015209445817452625USD,0.013004730180092114EUR,weth,2946.4862570848018USD,2519.37244871656EUR,wrapped-bitcoin,42377.85453264272USD,36234.887873154345EUR,knoxedge, USD, EUR,poofcash,0.1310405669162812USD,0.11202448400765808EUR,resource-protocol, USD, EUR,solana,136.25952148124458USD,116.50775002588782EUR,truefeedbackchain,0.0032293655462484324USD,0.0027607329356390455EUR,premio, USD, EUR,usd-coin,0.9972713173740115USD,0.8525512928819641EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,59.21006312397473USD,50.61773560367603EUR,saber,0.2821990906744848USD,0.24124748743216634EUR,fantom,1.2774786434836398USD,1.0922991717601793EUR,avalanche-2,66.53474797893769USD,56.89007051615468EUR,wmatic,1.0874244320763282USD,0.9297946486758398EUR,binancecoin,335.6370807457751USD,286.98413643210915EUR,aave,273.8478301484207USD,234.15167023359612EUR,curve-dao-token,2.369778937690775USD,2.0258860973688395EUR,celostarter, USD, EUR,sushi,10.03552258592845USD,8.579207690348852EUR,moola-celo-atoken,6.267179861123263USD,5.357711788396497EUR,
29-09-2021,celo-euro,1.1731634919975467USD,1.0039135413340448EUR,celo-dollar,1.0028107536886828USD,0.8581262209572326EUR,celo,5.800610654549621USD,4.963768156639058EUR,ubeswap,1.206626814635903USD,1.0325359044470486EUR,bitcoin,41010.37519836549USD,35093.8903892477EUR,moola-market,1.7358390751077912USD,1.485393949190313EUR,mobius,0.01553602482613907USD,0.01329450270024856EUR,weth,2808.9621412395786USD,2403.718791047223EUR,wrapped-bitcoin,41050.852958975694USD,35128.52850429013EUR,knoxedge, USD, EUR,poofcash,0.12049743265135114USD,0.10311218356584677EUR,resource-protocol, USD, EUR,solana,130.60489190775277USD,111.7627853620049EUR,truefeedbackchain,0.0031521840424723955USD,0.0026973900810085185EUR,premio, USD, EUR,usd-coin,0.9978067961139943USD,0.8538442293774631EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,56.522607536662356USD,48.367582243880236EUR,saber,0.25669686603928904USD,0.2196608989040064EUR,fantom,1.1863214305516876USD,1.015173210408857EUR,avalanche-2,61.435481612073794USD,52.57163176056538EUR,wmatic,1.0480121842994574USD,0.8968175624949417EUR,binancecoin,332.2069635513584USD,284.27647505713185EUR,aave,260.51833258763224USD,222.9310080802212EUR,curve-dao-token,2.2468331295640676USD,1.922687007628119EUR,celostarter, USD, EUR,sushi,9.671444166929396USD,8.276164259854811EUR,moola-celo-atoken,5.800419407404153USD,4.963540695723284EUR,
30-09-2021,celo-euro,1.1724317770262624USD,1.0106912960901593EUR,celo-dollar,1.0098470460528766USD,0.8704376613452776EUR,celo,5.696981747729828USD,4.910513417455729EUR,ubeswap,1.1750005324503643USD,1.0127576339301525EUR,bitcoin,41587.66786232295USD,35846.490313929215EUR,moola-market,1.686015717510859USD,1.45321235325268EUR,mobius,0.01704148476208406USD,0.014688413587620248EUR,weth,2853.1325742110107USD,2459.174881496527EUR,wrapped-bitcoin,41651.882094912304USD,35900.63186712889EUR,knoxedge, USD, EUR,poofcash,0.11002900106446266USD,0.09485050036761998EUR,resource-protocol, USD, EUR,solana,135.27916281520976USD,116.60387438856989EUR,truefeedbackchain,0.003151916520299351USD,0.002717109636324058EUR,premio, USD, EUR,usd-coin,1.0034804999368478USD,0.8649209159860674EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,2.491893477514206USD,2.152913732087514EUR,compound-ether,57.13383008013546USD,49.24650483757269EUR,saber,0.23103055942418999USD,0.19913009080945715EUR,fantom,1.1930076939982888USD,1.0283129818418257EUR,avalanche-2,65.19460999108864USD,56.19449408181889EUR,wmatic,1.0990745865622413USD,0.9473154667243155EUR,binancecoin,368.21137136727407USD,317.36911342025206EUR,aave,264.8705569404027USD,228.30517655478025EUR,curve-dao-token,2.2861691143501517USD,1.9705634681141142EUR,celostarter, USD, EUR,sushi,9.511598851733565USD,8.198522630251734EUR,moola-celo-atoken,5.701386570786471USD,4.914144814478856EUR,
01-10-2021,celo-euro,1.1617028958267297USD,1.0035951317047125EUR,celo-dollar,1.004121231257809USD,0.8675276078061154EUR,celo,5.632763505996761USD,4.866527420749014EUR,ubeswap,1.1720665848746286USD,1.012626851134378EUR,bitcoin,43859.32614724109USD,37893.01043345353EUR,moola-market,1.6615101604103137USD,1.435489948759217EUR,mobius,0.01907650011123489USD,0.01648146657160331EUR,weth,3010.1611271543775USD,2600.6828887053157EUR,wrapped-bitcoin,43894.15714813076USD,37923.10326879917EUR,knoxedge, USD, EUR,poofcash,0.11013598039208106USD,0.09515385257140506EUR,resource-protocol, USD, EUR,solana,141.1837464924982USD,121.97823908963088EUR,truefeedbackchain,0.0033018658876611423USD,0.0028524819403504625EUR,premio, USD, EUR,usd-coin,1.0045994831694727USD,0.8679418062749638EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.0000036844911599413482USD,0.0000031751471019910586EUR,allbridge,2.491893477514206USD,2.152913732087514EUR,compound-ether,60.3497911071693USD,52.14022797348769EUR,saber,0.2296131951180285USD,0.19837822334653815EUR,fantom,1.2073374721967336USD,1.0431009411788694EUR,avalanche-2,66.47007244890037USD,57.42801555353161EUR,wmatic,1.129292160954373USD,0.9756722897154285EUR,binancecoin,387.5183524683549USD,334.80345594538EUR,aave,276.17642972790236USD,238.60759763915658EUR,curve-dao-token,2.3328415918163317USD,2.0155004843983746EUR,celostarter, USD, EUR,sushi,10.148669999780271USD,8.76812612237017EUR,moola-celo-atoken,5.654084350366268USD,4.884942293932891EUR,
02-10-2021,celo-euro,1.1668302021466144USD,1.006413219125296EUR,celo-dollar,1.0070963417592218USD,0.8686397295978223EUR,celo,6.16624508582342USD,5.318503545179332EUR,ubeswap,1.3602047084665925USD,1.1732024049418956EUR,bitcoin,48181.87627260008USD,41557.78374076671EUR,moola-market,1.8213561190909202USD,1.5709542584821798EUR,mobius,0.017517037425167675USD,0.015108777602918188EUR,weth,3299.2302240769213USD,2845.6487536406025EUR,wrapped-bitcoin,48194.36291882163USD,41568.55371037912EUR,knoxedge, USD, EUR,poofcash,0.12269160052377046USD,0.10582383659216181EUR,resource-protocol, USD, EUR,solana,161.3740294980268USD,139.1881665486086EUR,truefeedbackchain,0.0035381123082581347USD,0.0030516890900065EUR,premio, USD, EUR,usd-coin,1.0020170321137416USD,0.8642587285217125EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.0000036844911599413482USD,0.0000031751471019910586EUR,allbridge,3.7299699409497884USD,3.2171699434980727EUR,compound-ether,66.39936501817277USD,57.27071391610937EUR,saber,0.25332826116311613USD,0.21850043849014977EUR,fantom,1.4187690853927364USD,1.2237152927638577EUR,avalanche-2,67.54593178312923USD,58.259649535652855EUR,wmatic,1.2623167934226929USD,1.0887722183461477EUR,binancecoin,421.4675125853655USD,363.5237374876169EUR,aave,302.07374790443856USD,260.5443469687885EUR,curve-dao-token,2.531656260512092USD,2.1836016261606295EUR,celostarter, USD, EUR,sushi,10.816547336074553USD,9.32947759176369EUR,moola-celo-atoken,6.165612338465666USD,5.3179577885610625EUR,
03-10-2021,celo-euro,1.1670021333410814USD,1.006561513047215EUR,celo-dollar,1.0112712169338054USD,0.872240638758528EUR,celo,6.326222152953USD,5.456486805142876EUR,ubeswap,1.300259154588363USD,1.1214982257564017EUR,bitcoin,47777.762019063USD,41209.22751892025EUR,moola-market,1.830151921145876USD,1.5785408048748193EUR,mobius,0.017388763980280234USD,0.01499813931950732EUR,weth,3388.7113941720654USD,2922.8279629898934EUR,wrapped-bitcoin,47752.47542981119USD,41187.417355245285EUR,knoxedge, USD, EUR,poofcash,0.11135705610498343USD,0.09604757667461418EUR,resource-protocol, USD, EUR,solana,169.20884384676515USD,145.94584278586822EUR,truefeedbackchain,0.003924058476702797USD,0.0033845749932672154EUR,premio, USD, EUR,usd-coin,0.9996052649742002USD,0.8621785335402834EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,6.592407912907463USD,5.6860770806330345EUR,compound-ether,67.9824205149127USD,58.63612936010202EUR,saber,0.233893542964428USD,0.20173762478413565EUR,fantom,1.4669353669508256USD,1.2652596257670583EUR,avalanche-2,69.48393486173926USD,59.93121401301244EUR,wmatic,1.2985968376452384USD,1.1200644458089326EUR,binancecoin,429.3505314242623USD,370.32299101352373EUR,aave,313.3777161548252USD,270.29423436014343EUR,curve-dao-token,2.5510689388518726USD,2.2003454300695813EUR,celostarter, USD, EUR,sushi,10.928429527112101USD,9.425978107295194EUR,moola-celo-atoken,6.300676313137692USD,5.434453032931207EUR,
04-10-2021,celo-euro,1.1736548901987507USD,1.0110743465339673EUR,celo-dollar,1.0110358846434844USD,0.8707940860487008EUR,celo,6.3198328075916USD,5.444377967919963EUR,ubeswap,1.2546282860826499USD,1.0805975418918379EUR,bitcoin,48282.97113857447USD,41585.59192897175EUR,moola-market,1.854134943586661USD,1.5969460314268096EUR,mobius,0.01779386093992692USD,0.015326866677632616EUR,weth,3426.260942509724USD,2951.638145448559EUR,wrapped-bitcoin,48314.73731053451USD,41621.93832459264EUR,knoxedge, USD, EUR,poofcash,0.10191283348258531USD,0.08777385461654537EUR,resource-protocol, USD, EUR,solana,172.855870204067USD,148.91101078404836EUR,truefeedbackchain,0.003860160192419499USD,0.0033254315017645832EUR,premio, USD, EUR,usd-coin,1.0017906890260833USD,0.862831300760588EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,7.726026203645596USD,6.655778423785581EUR,compound-ether,68.72392281178016USD,59.203941404278225EUR,saber,0.21916815043559762USD,0.18880788239650673EUR,fantom,1.4712805190132634USD,1.2674713851169488EUR,avalanche-2,68.97132636600621USD,59.404244714451245EUR,wmatic,1.3199254736572599USD,1.13683729128079EUR,binancecoin,431.4490158127125USD,371.6022913803161EUR,aave,311.1181113988304USD,267.9626070485878EUR,curve-dao-token,2.8259360238031013USD,2.4339476120053543EUR,celostarter, USD, EUR,sushi,10.840388266814793USD,9.338723482154263EUR,moola-celo-atoken,6.323181523181254USD,5.446086690919252EUR,
05-10-2021,celo-euro,1.167951005008701USD,1.0053371865813396EUR,celo-dollar,1.0115214813220883USD,0.8706124928879957EUR,celo,6.024257462156528USD,5.185054300648271EUR,ubeswap,1.148883398874492USD,0.9889243632491981EUR,bitcoin,49260.232321130694USD,42401.73017505967EUR,moola-market,1.7073766648648776USD,1.46953226594254EUR,mobius,0.016409834947712015USD,0.014123879300155934EUR,weth,3402.3552790203285USD,2928.3935792316793EUR,wrapped-bitcoin,49395.16134886575USD,42517.873034263175EUR,knoxedge, USD, EUR,poofcash,0.09414580974631974USD,0.08103864182181751EUR,resource-protocol, USD, EUR,solana,167.8779097499281USD,144.49184541012403EUR,truefeedbackchain,0.004027389810028549USD,0.0034666563267782722EUR,premio, USD, EUR,usd-coin,1.001017874718671USD,0.8615720806988608EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,9.408757649179348USD,8.098776321684108EUR,compound-ether,68.16388270958876USD,58.66838119261212EUR,saber,0.22462677448286505USD,0.1933519886716158EUR,fantom,1.395332794850508USD,1.201060609823472EUR,avalanche-2,65.25381828400121USD,56.16370038176668EUR,wmatic,1.2784046503203255USD,1.1003177689121024EUR,binancecoin,427.5458615165339USD,367.9870128238344EUR,aave,301.45180530121377USD,259.4806704491258EUR,curve-dao-token,2.8731394385145195USD,2.4731122344901433EUR,celostarter, USD, EUR,sushi,10.41552604712434USD,8.964601606655725EUR,moola-celo-atoken,6.029553359590586USD,5.1896124583861765EUR,
06-10-2021,celo-euro,1.164368944904767USD,1.0040993814833503EUR,celo-dollar,1.0083226077031793USD,0.8695774168832228EUR,celo,5.953358276113411USD,5.1339082761977775EUR,ubeswap,1.119602477189603USD,0.9655451763283132EUR,bitcoin,51668.99422435564USD,44557.01551434421EUR,moola-market,1.631814015948963USD,1.407276407354384EUR,mobius,0.016601342353075515USD,0.014317362874824109EUR,weth,3525.7181818193085USD,3040.4207026827894EUR,wrapped-bitcoin,51655.53945511073USD,44545.412726812014EUR,knoxedge, USD, EUR,poofcash,0.09156901617601171USD,0.07896911955019241EUR,resource-protocol, USD, EUR,solana,164.36927639016088USD,141.7520639588747EUR,truefeedbackchain,0.004283940990198511USD,0.0036942779326026368EUR,premio, USD, EUR,usd-coin,1.0006481153729139USD,0.8629589346976007EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,5.960931510340124USD,5.140439092599358EUR,compound-ether,70.5843959618398USD,60.86880677967229EUR,saber,0.22222997713790787USD,0.19165113228373157EUR,fantom,1.4107616516225447USD,1.216640848359282EUR,avalanche-2,64.7264307228896USD,55.82007385541996EUR,wmatic,1.3151131377107927USD,1.1341535699617864EUR,binancecoin,443.4354477289843USD,382.4187301214759EUR,aave,308.2725455831393USD,265.854243310899EUR,curve-dao-token,2.9300800547339048USD,2.526901039202518EUR,celostarter, USD, EUR,sushi,10.762727009252767USD,9.281775772779582EUR,moola-celo-atoken,5.9217388843078345USD,5.1069076138270715EUR,
07-10-2021,celo-euro,1.172868026266087USD,1.0150304844993538EUR,celo-dollar,1.007384580923257USD,0.8718913547890785EUR,celo,5.742636499900654USD,4.9698269355630265EUR,ubeswap,1.0977897474735856USD,0.9499328375453595EUR,bitcoin,55415.00574202895USD,47957.58675930117EUR,moola-market,1.5582730961505191USD,1.3483955259223919EUR,mobius,0.01772988519426055USD,0.015343903624128137EUR,weth,3597.7775667326414USD,3113.8764840071008EUR,wrapped-bitcoin,55148.07296277487USD,47726.57619188239EUR,knoxedge, USD, EUR,poofcash,0.09182628667863883USD,0.07945857143103978EUR,resource-protocol, USD, EUR,solana,154.09462360903782USD,133.35749373147522EUR,truefeedbackchain,0.004597786853316336USD,0.003979044285318142EUR,premio, USD, EUR,usd-coin,1.0018520378038926USD,0.8671029387192689EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge,6.8616924329587885USD,5.938794800725831EUR,compound-ether,71.94589391932668USD,62.26384719102718EUR,saber,0.2049901737157255USD,0.17740382607810537EUR,fantom,1.5970864602811325USD,1.38227833137332EUR,avalanche-2,60.12474045060597USD,52.0335136292061EUR,wmatic,1.2623129478244723USD,1.0924384451839413EUR,binancecoin,435.2620060917299USD,376.68705688394164EUR,aave,312.34156331518307USD,270.3316230492909EUR,curve-dao-token,2.739501881708171USD,2.370836155479177EUR,celostarter, USD, EUR,sushi,10.574087399597628USD,9.15109016188418EUR,moola-celo-atoken,5.747587167176876USD,4.973467641978497EUR,
08-10-2021,celo-euro,1.1825388834968509USD,1.0231385546958929EUR,celo-dollar,1.0062125824026198USD,0.8704745050365075EUR,celo,5.9273745727515825USD,5.127771742887392EUR,ubeswap,1.1484394052414515USD,0.9935149294743792EUR,bitcoin,53894.59599452107USD,46624.21499486016EUR,moola-market,1.5670508815940694USD,1.3556557176670287EUR,mobius,0.018573325687440297USD,0.016069734251401784EUR,weth,3592.1467188422766USD,3107.9433018759355EUR,wrapped-bitcoin,53964.714450206746USD,46690.54076589112EUR,knoxedge, USD, EUR,poofcash,0.09565161325387926USD,0.08276494965825036EUR,resource-protocol, USD, EUR,solana,154.25988506624046USD,133.46642385873653EUR,truefeedbackchain,0.004156079277438324USD,0.0035954241829118986EUR,premio, USD, EUR,usd-coin,1.0018494408485525USD,0.8666999512780823EUR,chubbyakita,2.876813647816178e-18USD,2.4890047840223174e-18EUR,chubbydoge, USD, EUR,allbridge,7.764460568726581USD,6.717850106365082EUR,compound-ether,72.08423087475843USD,62.36763697399547EUR,saber,0.17532058907197712USD,0.15166984160616734EUR,fantom,2.0441561000857162USD,1.7683994421841525EUR,avalanche-2,61.06384706948713USD,52.82633409981329EUR,wmatic,1.275637895672237USD,1.103688285525099EUR,binancecoin,439.9326470373653USD,380.58573295202456EUR,aave,306.65648903098844USD,265.288528660708EUR,curve-dao-token,2.8096541831494526USD,2.430926847531822EUR,celostarter, USD, EUR,sushi,10.798182314888216USD,9.342641329752857EUR,moola-celo-atoken,5.9303462626195875USD,5.130342551792203EUR,
09-10-2021,celo-euro,1.1799716677916758USD,1.0199427302341024EUR,celo-dollar,1.003096666497151USD,0.867055693490141EUR,celo,5.860603810367529USD,5.065782861001674EUR,ubeswap,1.1144229316103584USD,0.9632837792024301EUR,bitcoin,54010.93747374405USD,46685.92012261748EUR,moola-market,1.4102731915147217USD,1.219010531008304EUR,mobius,0.016662334843726496USD,0.014402572329885467EUR,weth,3568.228849517828USD,3084.3020847173752EUR,wrapped-bitcoin,54106.22189208513USD,46768.28197285873EUR,knoxedge, USD, EUR,poofcash,0.0885851743847646USD,0.07657116444952844EUR,resource-protocol, USD, EUR,solana,158.91461108327633USD,137.36245261355137EUR,truefeedbackchain,0.003447133478693499USD,0.0029796297891796068EUR,premio, USD, EUR,usd-coin,0.9996156903667468USD,0.8640468108235182EUR,chubbyakita,2.876813647816178e-18USD,2.4890047840223174e-18EUR,chubbydoge, USD, EUR,allbridge,7.4510273852519475USD,6.4405116002366904EUR,compound-ether,71.54476331328027USD,61.84179096796987EUR,saber,0.16761512674043064USD,0.14488299563676676EUR,fantom,2.2919907759151323USD,1.9811486948947463EUR,avalanche-2,60.26757571509122USD,52.09402682903483EUR,wmatic,1.3417391479997152USD,1.1597711430088475EUR,binancecoin,418.31734306238405USD,361.5847266789205EUR,aave,306.5313835824934USD,264.95929080965203EUR,curve-dao-token,2.936122989546317USD,2.5379230535810597EUR,celostarter, USD, EUR,sushi,10.71589984268174USD,9.2625987901174EUR,moola-celo-atoken,5.855508046479167USD,5.061378189707617EUR,
10-10-2021,celo-euro,1.182263479654389USD,1.0218137737765718EUR,celo-dollar,1.00584771485812USD,0.8693400980838656EUR,celo,5.9533343966875965USD,5.145383572375535EUR,ubeswap,1.1675154683568776USD,1.009067274084293EUR,bitcoin,55125.460337680444USD,47644.16361341247EUR,moola-market,1.3722211528322286USD,1.1859915312967562EUR,mobius,0.016873407627115235USD,0.01458344998440892EUR,weth,3589.8963705642013USD,3102.697174529451EUR,wrapped-bitcoin,55070.60322819799USD,47596.75138168636EUR,knoxedge, USD, EUR,poofcash,0.08958466720738395USD,0.07742677368200111EUR,resource-protocol, USD, EUR,solana,157.3354214402797USD,135.98280205493356EUR,truefeedbackchain,0.003404267040919507USD,0.0029422603437281574EUR,premio, USD, EUR,usd-coin,1.0022408839705776USD,0.8662227646433953EUR,chubbyakita,2.876813647816178e-18USD,2.4890047840223174e-18EUR,chubbydoge, USD, EUR,allbridge,6.191805631145446USD,5.351490921720171EUR,compound-ether,77.5203421255325USD,66.99974641430802EUR,saber,0.1613076307898761USD,0.13941592698485883EUR,fantom,2.173671776896078USD,1.8786740853664035EUR,avalanche-2,60.85751768886602USD,52.59830053323929EUR,wmatic,1.3525397499350562USD,1.1689811703123707EUR,binancecoin,422.312499600526USD,364.99878102974014EUR,aave,307.9849134894191USD,266.1870489401162EUR,curve-dao-token,2.907411273471735USD,2.5128348599037915EUR,celostarter, USD, EUR,sushi,10.935823413728203USD,9.451679074957493EUR,moola-celo-atoken,5.967265452664122USD,5.157423989021266EUR,
